"site","year","dist","rdtype","standsz","n7","n6","n5","n4","n3","n2","n1","n0","s7","s6","s5","s4","s3","s2","s1","s0","e7","e6","e5","e4","e3","e2","e1","e0","w7","w6","w5","w4","w3","w2","w1","w0","canopyhht","treeden","shrubden","highcancov","dechigh","subcancov","decsubc","undercov","decund","grcov","treesp1","treesp2","treesp3","treesp4","treesp5","shrubsp1","shrubsp2","shrubsp3","shrubsp4","shrubsp5","special1","special2","special3","topogr","date","obs"
494,1993,0.00,2.00,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,4.00,1.00,2.00,1.00,2.00,3.00,2.00,2.00,746.00,12.00,129.00,105.00,94.00,316.00,12.00,746.00,,,2.00,3.00,4.00,6.00,,
494,1994,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,40.00,70.00,10.00,40.00,80.00,80.00,90.00,746.00,12.00,,,,319.00,12.00,22.00,,,4.00,9.00,,,,
494,1995,0.00,2.00,129.00,0.00,0.00,80.00,40.00,60.00,70.00,80.00,80.00,0.00,0.00,70.00,60.00,60.00,80.00,90.00,80.00,0.00,10.00,50.00,30.00,40.00,50.00,80.00,90.00,0.00,0.00,40.00,50.00,50.00,50.00,70.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1991,0.00,,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,4.00,2.00,1.00,2.00,,3.00,,3.00,746.00,105.00,129.00,12.00,375.00,22.00,319.00,12.00,,,3.00,4.00,,3.00,,
495,1992,0.00,,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,4.00,1.00,1.00,1.00,,2.00,,3.00,746.00,12.00,105.00,129.00,375.00,319.00,12.00,746.00,,,3.00,4.00,,4.00,,
495,1993,0.00,2.00,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,4.00,2.00,2.00,1.00,1.00,3.00,2.00,3.00,746.00,12.00,105.00,129.00,94.00,12.00,22.00,316.00,746.00,,4.00,3.00,,6.00,,
495,1994,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,2.00,3.00,30.00,70.00,30.00,30.00,70.00,20.00,90.00,746.00,12.00,105.00,,,12.00,,,,,4.00,9.00,,,,
495,1995,0.00,2.00,129.00,0.00,0.00,10.00,50.00,70.00,70.00,70.00,80.00,0.00,0.00,80.00,60.00,70.00,20.00,20.00,80.00,0.00,0.00,50.00,40.00,60.00,70.00,80.00,90.00,0.00,0.00,30.00,30.00,50.00,70.00,70.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1991,0.00,,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,3.00,4.00,2.00,2.00,2.00,,3.00,,3.00,746.00,375.00,12.00,,,319.00,746.00,12.00,375.00,,3.00,4.00,,3.00,,
496,1992,0.00,,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,1.00,2.00,1.00,,3.00,,3.00,746.00,12.00,94.00,375.00,,319.00,22.00,12.00,746.00,,2.00,3.00,4.00,5.00,,
496,1993,0.00,2.00,129.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,4.00,1.00,3.00,1.00,2.00,3.00,2.00,2.00,746.00,12.00,375.00,125.00,105.00,12.00,22.00,316.00,746.00,,2.00,4.00,3.00,5.00,,
496,1994,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,2.00,3.00,10.00,100.00,10.00,50.00,70.00,30.00,80.00,746.00,375.00,12.00,,,12.00,22.00,,,,4.00,9.00,,,,
496,1995,0.00,2.00,129.00,0.00,10.00,60.00,60.00,60.00,80.00,80.00,80.00,0.00,0.00,40.00,60.00,70.00,80.00,80.00,80.00,0.00,10.00,50.00,30.00,50.00,60.00,60.00,80.00,0.00,0.00,30.00,40.00,40.00,70.00,80.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1991,100.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,3.00,3.00,3.00,1.00,1.00,,2.00,,2.00,125.00,746.00,,,,12.00,352.00,746.00,,,2.00,3.00,4.00,3.00,,
497,1992,300.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,2.00,2.00,1.00,1.00,,0.00,,3.00,125.00,129.00,746.00,,,22.00,,,,,2.00,3.00,,5.00,,
497,1993,100.00,2.00,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,2.00,3.00,1.00,1.00,1.00,2.00,1.00,2.00,125.00,746.00,12.00,,,12.00,746.00,22.00,,,2.00,4.00,,3.00,,
497,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,3.00,60.00,20.00,10.00,50.00,60.00,20.00,60.00,125.00,746.00,12.00,,,746.00,22.00,12.00,,,2.00,3.00,4.00,,,
497,1995,100.00,2.00,95.00,0.00,0.00,0.00,20.00,30.00,40.00,20.00,10.00,10.00,10.00,20.00,30.00,50.00,70.00,40.00,20.00,10.00,20.00,40.00,70.00,40.00,50.00,50.00,20.00,0.00,20.00,30.00,40.00,40.00,50.00,40.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1991,320.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,2.00,4.00,1.00,2.00,1.00,,3.00,,3.00,125.00,746.00,12.00,,,352.00,746.00,12.00,,,2.00,3.00,4.00,3.00,,
498,1992,500.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,3.00,2.00,1.00,0.00,,1.00,,2.00,125.00,129.00,746.00,95.00,,22.00,,,,,2.00,3.00,,5.00,,
498,1993,350.00,2.00,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,4.00,1.00,2.00,2.00,1.00,3.00,3.00,2.00,746.00,125.00,129.00,105.00,,352.00,22.00,746.00,12.00,94.00,4.00,,,3.00,,
498,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,60.00,50.00,20.00,50.00,90.00,70.00,100.00,125.00,746.00,12.00,94.00,,22.00,746.00,12.00,94.00,,2.00,3.00,4.00,,,
498,1995,300.00,2.00,95.00,10.00,10.00,30.00,30.00,20.00,80.00,60.00,30.00,0.00,0.00,0.00,0.00,50.00,40.00,80.00,40.00,20.00,30.00,40.00,50.00,50.00,60.00,40.00,40.00,10.00,20.00,30.00,40.00,50.00,60.00,40.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1991,540.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,3.00,4.00,2.00,1.00,1.00,,2.00,,3.00,746.00,125.00,12.00,,,352.00,746.00,12.00,,,2.00,3.00,4.00,3.00,,
499,1992,700.00,,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,3.00,3.00,2.00,1.00,1.00,,1.00,,3.00,95.00,94.00,125.00,,,22.00,352.00,319.00,,,2.00,,,5.00,,
499,1993,450.00,2.00,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,125.00,105.00,94.00,12.00,746.00,22.00,12.00,94.00,125.00,746.00,8.00,3.00,2.00,1.00,,
499,1994,300.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,4.00,50.00,40.00,0.00,,70.00,50.00,50.00,125.00,746.00,12.00,,,12.00,22.00,95.00,,,2.00,3.00,4.00,,,
499,1995,500.00,2.00,95.00,0.00,50.00,50.00,40.00,30.00,30.00,30.00,10.00,20.00,50.00,50.00,40.00,50.00,50.00,20.00,10.00,0.00,20.00,30.00,40.00,60.00,60.00,30.00,10.00,10.00,40.00,40.00,30.00,20.00,20.00,40.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1991,100.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,3.00,4.00,1.00,1.00,1.00,,3.00,,3.00,125.00,746.00,241.00,,,12.00,375.00,746.00,352.00,,2.00,,,5.00,,
500,1992,300.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,2.00,5.00,2.00,1.00,1.00,,3.00,,1.00,125.00,129.00,746.00,,,352.00,22.00,,,,2.00,7.00,,5.00,,
500,1993,100.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,3.00,5.00,2.00,0.00,1.00,0.00,3.00,3.00,2.00,125.00,129.00,,,,22.00,319.00,12.00,746.00,375.00,2.00,4.00,,5.00,,
500,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,5.00,60.00,0.00,0.00,,90.00,60.00,100.00,125.00,375.00,746.00,,,22.00,125.00,12.00,316.00,,2.00,3.00,4.00,,,
500,1995,100.00,2.00,69.00,20.00,30.00,30.00,40.00,80.00,70.00,30.00,10.00,20.00,30.00,40.00,40.00,80.00,70.00,30.00,10.00,10.00,20.00,30.00,40.00,80.00,70.00,30.00,10.00,10.00,20.00,30.00,40.00,80.00,70.00,30.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1991,150.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,2.00,4.00,2.00,1.00,1.00,,3.00,,3.00,746.00,125.00,105.00,129.00,12.00,129.00,94.00,352.00,12.00,,4.00,,,5.00,,
501,1992,275.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,4.00,2.00,0.00,0.00,,1.00,,1.00,125.00,129.00,12.00,,,22.00,352.00,,,,2.00,,,5.00,,
501,1993,100.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,3.00,4.00,2.00,0.00,1.00,0.00,3.00,3.00,2.00,125.00,129.00,95.00,,,22.00,746.00,375.00,129.00,12.00,2.00,,,3.00,,
501,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,5.00,50.00,0.00,20.00,0.00,90.00,50.00,60.00,125.00,746.00,12.00,,,22.00,12.00,125.00,129.00,746.00,2.00,3.00,4.00,,,
501,1995,100.00,2.00,69.00,10.00,20.00,30.00,40.00,40.00,70.00,30.00,10.00,10.00,20.00,20.00,30.00,30.00,80.00,60.00,20.00,20.00,40.00,40.00,20.00,20.00,50.00,50.00,10.00,10.00,20.00,30.00,50.00,70.00,70.00,60.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1991,70.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,2.00,4.00,2.00,1.00,1.00,,3.00,,3.00,125.00,746.00,12.00,,,352.00,12.00,125.00,,,3.00,,,5.00,,
502,1992,70.00,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,2.00,1.00,2.00,,1.00,,2.00,129.00,125.00,,,,352.00,22.00,,,,4.00,,,5.00,,
502,1993,100.00,2.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,3.00,4.00,3.00,1.00,1.00,1.00,3.00,3.00,3.00,125.00,129.00,94.00,12.00,746.00,22.00,746.00,375.00,12.00,,4.00,,,5.00,,
502,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,5.00,70.00,0.00,0.00,,90.00,70.00,90.00,125.00,12.00,375.00,746.00,,22.00,12.00,375.00,,,2.00,3.00,,,,
502,1995,100.00,2.00,69.00,10.00,30.00,40.00,50.00,40.00,60.00,80.00,10.00,20.00,30.00,40.00,20.00,30.00,80.00,30.00,20.00,20.00,40.00,50.00,30.00,20.00,80.00,70.00,10.00,10.00,30.00,40.00,40.00,40.00,80.00,60.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1991,250.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,4.00,4.00,2.00,1.00,1.00,,2.00,,3.00,125.00,129.00,375.00,12.00,746.00,746.00,12.00,129.00,319.00,352.00,2.00,4.00,8.00,6.00,,
503,1992,200.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,3.00,3.00,1.00,1.00,,1.00,,2.00,125.00,129.00,375.00,,,22.00,,,,,2.00,8.00,,5.00,,
503,1993,500.00,3.00,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,4.00,2.00,3.00,1.00,1.00,1.00,2.00,2.00,2.00,125.00,129.00,746.00,375.00,,22.00,12.00,316.00,746.00,129.00,2.00,8.00,,6.00,,
503,1994,400.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,80.00,10.00,0.00,,80.00,70.00,60.00,125.00,375.00,12.00,746.00,129.00,22.00,12.00,129.00,316.00,746.00,2.00,3.00,4.00,,,
503,1995,250.00,3.00,45.00,20.00,30.00,50.00,30.00,20.00,60.00,70.00,20.00,20.00,20.00,30.00,50.00,30.00,30.00,40.00,20.00,10.00,20.00,30.00,50.00,40.00,60.00,60.00,10.00,10.00,30.00,30.00,40.00,50.00,40.00,50.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1991,100.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,4.00,3.00,2.00,1.00,1.00,,2.00,,2.00,125.00,129.00,375.00,,,12.00,94.00,375.00,319.00,,2.00,4.00,,6.00,,
504,1992,200.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,3.00,2.00,1.00,2.00,,1.00,,2.00,129.00,125.00,375.00,,,22.00,,,,,2.00,4.00,,5.00,,
504,1993,400.00,3.00,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,2.00,3.00,1.00,1.00,1.00,2.00,3.00,2.00,125.00,129.00,375.00,746.00,105.00,22.00,746.00,12.00,129.00,,4.00,8.00,,5.00,,
504,1994,250.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,70.00,10.00,0.00,,70.00,70.00,60.00,125.00,375.00,12.00,129.00,,22.00,12.00,375.00,,,2.00,4.00,3.00,,,
504,1995,200.00,3.00,45.00,20.00,60.00,50.00,40.00,20.00,50.00,40.00,30.00,20.00,60.00,50.00,30.00,20.00,40.00,60.00,40.00,20.00,60.00,50.00,30.00,20.00,60.00,60.00,50.00,20.00,50.00,40.00,30.00,20.00,40.00,50.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1991,100.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,3.00,3.00,2.00,1.00,1.00,,2.00,,2.00,125.00,129.00,375.00,12.00,94.00,352.00,12.00,319.00,94.00,375.00,2.00,4.00,,6.00,,
505,1992,200.00,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,3.00,2.00,1.00,2.00,,1.00,,1.00,129.00,375.00,,,,22.00,,,,,2.00,,,1.00,,
505,1993,400.00,3.00,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,2.00,3.00,1.00,1.00,1.00,2.00,3.00,1.00,125.00,129.00,375.00,,,22.00,12.00,319.00,26.00,129.00,,,,6.00,,
505,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,80.00,20.00,20.00,50.00,70.00,60.00,50.00,125.00,375.00,12.00,746.00,,22.00,94.00,375.00,12.00,,2.00,4.00,11.00,,,
505,1995,200.00,3.00,45.00,20.00,40.00,50.00,30.00,20.00,40.00,40.00,10.00,0.00,20.00,50.00,70.00,20.00,50.00,40.00,10.00,30.00,50.00,60.00,30.00,30.00,40.00,60.00,20.00,20.00,70.00,60.00,20.00,20.00,50.00,40.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1991,150.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,4.00,3.00,2.00,2.00,1.00,,2.00,,2.00,746.00,375.00,125.00,12.00,,94.00,319.00,12.00,,,2.00,4.00,,6.00,,
506,1992,250.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,4.00,3.00,2.00,2.00,,2.00,,3.00,129.00,12.00,746.00,,,22.00,319.00,,,,2.00,,,5.00,,
506,1993,200.00,3.00,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,3.00,3.00,1.00,1.00,1.00,3.00,2.00,1.00,125.00,129.00,375.00,12.00,746.00,319.00,12.00,316.00,,,2.00,4.00,,6.00,,
506,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,70.00,40.00,10.00,50.00,80.00,60.00,60.00,125.00,129.00,746.00,375.00,12.00,22.00,319.00,12.00,94.00,,2.00,4.00,,,,
506,1995,150.00,3.00,122.00,30.00,70.00,40.00,20.00,60.00,30.00,30.00,10.00,10.00,50.00,30.00,50.00,70.00,40.00,30.00,10.00,20.00,50.00,60.00,50.00,60.00,40.00,30.00,10.00,10.00,40.00,40.00,30.00,60.00,40.00,40.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1991,100.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,4.00,4.00,2.00,2.00,1.00,,2.00,,2.00,125.00,375.00,12.00,94.00,129.00,319.00,12.00,,,,2.00,4.00,,6.00,,
507,1992,200.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,5.00,2.00,2.00,2.00,,2.00,,3.00,129.00,375.00,,,,319.00,22.00,,,,2.00,,,3.00,,
507,1993,100.00,3.00,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,4.00,3.00,1.00,2.00,1.00,3.00,3.00,1.00,129.00,125.00,375.00,12.00,,319.00,22.00,12.00,,,2.00,4.00,,6.00,,
507,1994,75.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,80.00,50.00,30.00,50.00,80.00,50.00,70.00,129.00,125.00,375.00,12.00,746.00,22.00,319.00,746.00,,,2.00,4.00,,,,
507,1995,100.00,3.00,122.00,10.00,80.00,70.00,40.00,50.00,60.00,70.00,20.00,0.00,40.00,60.00,50.00,40.00,70.00,70.00,10.00,10.00,40.00,50.00,40.00,50.00,70.00,80.00,10.00,10.00,50.00,60.00,40.00,50.00,70.00,70.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1991,0.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,3.00,4.00,2.00,1.00,1.00,,3.00,,3.00,125.00,375.00,12.00,,,319.00,12.00,352.00,55.00,746.00,,,,7.00,,
508,1992,10.00,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,5.00,2.00,2.00,0.00,,2.00,,3.00,129.00,375.00,,,,319.00,15.00,,,,2.00,,,5.00,,
508,1993,5.00,3.00,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,4.00,3.00,3.00,1.00,1.00,1.00,3.00,3.00,1.00,125.00,129.00,375.00,,,22.00,319.00,94.00,763.00,,3.00,4.00,2.00,6.00,,
508,1994,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,70.00,10.00,10.00,50.00,70.00,80.00,100.00,125.00,746.00,375.00,,,22.00,316.00,,,,2.00,4.00,8.00,,,
508,1995,10.00,3.00,122.00,20.00,80.00,70.00,20.00,20.00,80.00,80.00,40.00,10.00,80.00,70.00,20.00,20.00,70.00,80.00,30.00,10.00,60.00,50.00,20.00,40.00,80.00,80.00,20.00,20.00,60.00,70.00,20.00,20.00,50.00,50.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1991,100.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,3.00,3.00,1.00,,3.00,,3.00,375.00,12.00,543.00,,,319.00,22.00,352.00,375.00,,2.00,,,4.00,,
509,1992,275.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,4.00,2.00,3.00,1.00,,2.00,,3.00,375.00,543.00,12.00,,,319.00,22.00,,,,2.00,,,5.00,,
509,1993,170.00,1.00,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,4.00,3.00,3.00,1.00,2.00,3.00,3.00,2.00,375.00,746.00,94.00,544.00,,316.00,22.00,319.00,,,,,,5.00,,
509,1994,220.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,3.00,90.00,100.00,10.00,100.00,70.00,100.00,90.00,375.00,746.00,,,,319.00,22.00,,,,,,,,,
509,1995,125.00,1.00,61.00,0.00,10.00,50.00,70.00,70.00,80.00,70.00,70.00,0.00,10.00,70.00,70.00,80.00,80.00,70.00,60.00,0.00,20.00,70.00,70.00,90.00,80.00,70.00,70.00,0.00,20.00,70.00,70.00,90.00,90.00,80.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1991,100.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,2.00,3.00,1.00,,3.00,,3.00,375.00,746.00,12.00,743.00,,316.00,352.00,12.00,746.00,375.00,2.00,4.00,,4.00,,
510,1992,275.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,1.00,3.00,1.00,,2.00,,3.00,375.00,746.00,743.00,12.00,,22.00,316.00,746.00,319.00,,3.00,4.00,,5.00,,
510,1993,150.00,1.00,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,3.00,3.00,3.00,1.00,1.00,2.00,3.00,3.00,375.00,746.00,94.00,,,22.00,746.00,316.00,763.00,,4.00,,,5.00,,
510,1994,220.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,3.00,50.00,100.00,10.00,100.00,70.00,100.00,100.00,746.00,375.00,,,,746.00,22.00,318.00,,,3.00,4.00,,,,
510,1995,150.00,1.00,61.00,0.00,10.00,30.00,60.00,80.00,90.00,70.00,90.00,0.00,10.00,20.00,50.00,50.00,90.00,80.00,90.00,0.00,10.00,30.00,70.00,70.00,80.00,70.00,90.00,0.00,10.00,30.00,70.00,70.00,80.00,60.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1991,100.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,4.00,3.00,3.00,1.00,,3.00,,3.00,375.00,12.00,543.00,,,22.00,319.00,352.00,,,2.00,4.00,,4.00,,
511,1992,250.00,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,3.00,4.00,2.00,3.00,1.00,,3.00,,3.00,746.00,375.00,543.00,12.00,,319.00,22.00,,,,2.00,,,5.00,,
511,1993,150.00,1.00,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,3.00,3.00,1.00,2.00,2.00,3.00,3.00,375.00,746.00,12.00,543.00,94.00,316.00,22.00,,,,,,,5.00,,
511,1994,200.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,3.00,70.00,100.00,20.00,30.00,60.00,100.00,90.00,375.00,12.00,746.00,,,22.00,375.00,,,,3.00,,,,,
511,1995,125.00,1.00,61.00,0.00,10.00,50.00,60.00,80.00,70.00,70.00,90.00,0.00,10.00,50.00,60.00,80.00,90.00,80.00,80.00,0.00,10.00,60.00,50.00,50.00,90.00,90.00,90.00,0.00,10.00,50.00,70.00,80.00,90.00,70.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1991,100.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,3.00,4.00,2.00,3.00,1.00,,3.00,,3.00,375.00,241.00,543.00,,,319.00,543.00,,,,2.00,4.00,,4.00,,
512,1992,200.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,3.00,4.00,1.00,3.00,1.00,,3.00,,3.00,375.00,543.00,241.00,741.00,,319.00,12.00,,,,2.00,,,4.00,,
512,1993,120.00,1.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,4.00,1.00,3.00,1.00,2.00,3.00,3.00,3.00,543.00,746.00,375.00,12.00,,316.00,543.00,94.00,55.00,12.00,4.00,2.00,,4.00,,
512,1994,150.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,3.00,60.00,80.00,30.00,100.00,50.00,100.00,90.00,544.00,375.00,241.00,,,319.00,,,,,2.00,4.00,5.00,,,
512,1995,100.00,1.00,100.00,0.00,10.00,50.00,70.00,90.00,80.00,70.00,90.00,0.00,10.00,70.00,70.00,80.00,90.00,70.00,90.00,0.00,10.00,70.00,70.00,70.00,80.00,70.00,90.00,0.00,10.00,50.00,70.00,50.00,80.00,70.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1991,150.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,3.00,2.00,1.00,,3.00,,3.00,375.00,12.00,,,,375.00,352.00,319.00,920.00,496.00,2.00,4.00,,4.00,,
513,1992,150.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,3.00,3.00,2.00,2.00,1.00,,1.00,,3.00,375.00,12.00,,,,22.00,319.00,496.00,,,,,,6.00,,
513,1993,100.00,1.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,3.00,3.00,3.00,1.00,2.00,2.00,3.00,3.00,375.00,12.00,746.00,94.00,,22.00,316.00,763.00,,,2.00,,,3.00,,
513,1994,150.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,3.00,3.00,70.00,100.00,40.00,0.00,40.00,100.00,100.00,375.00,12.00,,,,22.00,375.00,,,,3.00,,,,,
513,1995,100.00,1.00,100.00,0.00,10.00,70.00,70.00,90.00,80.00,80.00,90.00,0.00,10.00,70.00,70.00,90.00,70.00,70.00,90.00,0.00,10.00,50.00,70.00,70.00,90.00,80.00,90.00,0.00,10.00,50.00,70.00,80.00,90.00,80.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1991,100.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,4.00,2.00,3.00,2.00,,2.00,,3.00,375.00,543.00,12.00,,,316.00,543.00,763.00,22.00,496.00,2.00,3.00,4.00,4.00,,
514,1992,250.00,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,3.00,4.00,2.00,3.00,1.00,,3.00,,2.00,375.00,12.00,543.00,,,319.00,22.00,,,,2.00,4.00,,5.00,,
514,1993,80.00,2.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,3.00,3.00,3.00,2.00,1.00,1.00,2.00,3.00,2.00,375.00,12.00,746.00,94.00,,22.00,316.00,746.00,,,2.00,,,5.00,,
